240,0,560,320
240,30,560,350
240,60,560,380
240,90,560,410
240,120,560,440
240,150,560,470
240,180,560,500
240,210,560,530
240,240,560,560
240,270,560,590
270,0,590,320
270,30,590,350
270,60,590,380
270,90,590,410
270,120,590,440
270,150,590,470
270,180,590,500
270,210,590,530
270,240,590,560
270,270,590,590
300,300,320,320
300,330,320,350
300,360,320,380
300,390,320,410
300,420,320,440
300,450,320,470
300,480,320,500
300,510,320,530
300,540,320,560
300,570,320,590
330,300,350,320
330,330,350,350
330,360,350,380
330,390,350,410
330,420,350,440
330,450,350,470
330,480,350,500
330,510,350,530
330,540,350,560
330,570,350,590
360,300,380,320
360,330,380,350
360,360,380,380
360,390,380,410
360,420,380,440
360,450,380,470
360,480,380,500
360,510,380,530
360,540,380,560
360,570,380,590
390,300,410,320
390,330,410,350
390,360,410,380
390,390,410,410
390,420,410,440
390,450,410,470
390,480,410,500
390,510,410,530
390,540,410,560
390,570,410,590
420,300,440,320
420,330,440,350
420,360,440,380
420,390,440,410
420,420,440,440
420,450,440,470
420,480,440,500
420,510,440,530
420,540,440,560
420,570,440,590
450,300,470,320
450,330,470,350
450,360,470,380
450,390,470,410
450,420,470,440
450,450,470,470
450,480,470,500
450,510,470,530
450,540,470,560
450,570,470,590
480,300,500,320
480,330,500,350
480,360,500,380
480,390,500,410
480,420,500,440
480,450,500,470
480,480,500,500
480,510,500,530
480,540,500,560
480,570,500,590
510,300,530,320
510,330,530,350
510,360,530,380
510,390,530,410
510,420,530,440
510,450,530,470
510,480,530,500
510,510,530,530
510,540,530,560
510,570,530,590
540,300,560,320
540,330,560,350
540,360,560,380
540,390,560,410
540,420,560,440
540,450,560,470
540,480,560,500
540,510,560,530
540,540,560,560
540,570,560,590
570,300,590,320
570,330,590,350
570,360,590,380
570,390,590,410
570,420,590,440
570,450,590,470
570,480,590,500
570,510,590,530
570,540,590,560
570,570,590,590
